task_id,topic_id,task_type,instruction,prompt,correct_answer,accepted_answers,error_explanation,status
g0200,preterito_perfecto,translation,Переведи на испанский,Они приняли решение.,Han tomado una decisión.,Han tomado una decisión.,han + participio.,active
g0201,preterito_indefinido,multiple_choice,Выбери правильную форму,Ayer yo ___ al cine.,fui,fui,Завершённое действие в прошлом — indefinido.,active
g0202,preterito_indefinido,multiple_choice,Выбери правильную форму,El año pasado nosotros ___ en Madrid.,estuvimos,estuvimos,Конкретный завершённый период в прошлом.,active
g0203,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ la carta anoche.,escribiste,escribiste,anoche тянет indefinido.,active
g0204,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ temprano ayer.,llegó,llegó,ayer — завершённое время.,active
g0205,preterito_indefinido,multiple_choice,Выбери правильную форму,Ellos ___ la verdad.,dijeron,dijeron,Индивидуальное завершённое действие.,active
g0206,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ mucho café esta mañana.,bebí,bebí,Закрытый период в прошлом.,active
g0207,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ el partido el domingo.,vimos,vimos,Конкретный день в прошлом.,active
g0208,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ las llaves en casa.,dejaste,dejaste,Один завершённый факт.,active
g0209,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ en 1998.,nació,nació,Год рождения — indefinido.,active
g0210,preterito_indefinido,multiple_choice,Выбери правильную форму,Ustedes ___ tarde.,salieron,salieron,Завершённое действие.,active
g0211,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ a Ana el lunes.,vi,vi,Конкретный день в прошлом.,active
g0212,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ mucho en vacaciones.,viajamos,viajamos,Завершённый период.,active
g0213,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ español en la universidad.,aprendiste,aprendiste,Завершённый факт в прошлом.,active
g0214,preterito_indefinido,multiple_choice,Выбери правильную форму,Él ___ una decisión difícil.,tomó,tomó,Завершённый факт.,active
g0215,preterito_indefinido,multiple_choice,Выбери правильную форму,Ellas ___ la puerta.,abrieron,abrieron,Один завершённый факт.,active
g0216,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ mis deberes ayer.,hice,hice,ayer — indefinido.,active
g0217,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ tarde a la fiesta.,llegamos,llegamos,Завершённый факт.,active
g0218,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ la verdad.,supiste,supiste,Однократное завершённое действие.,active
g0219,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ el vaso.,rompió,rompió,Завершённый факт.,active
g0220,preterito_indefinido,multiple_choice,Выбери правильную форму,Ellos ___ muy bien.,comieron,comieron,Завершённый приём пищи.,active
g0221,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ enfermo la semana pasada.,estuve,estuve,Состояние в завершённом периоде.,active
g0222,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ en Barcelona en 2022.,vivimos,vivimos,Завершённый период.,active
g0223,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ el problema solo.,resolviste,resolviste,Завершённое действие.,active
g0224,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ el libro en dos días.,leyó,leyó,Факт завершён.,active
g0225,preterito_indefinido,multiple_choice,Выбери правильную форму,Vosotros ___ ayer por la noche.,volvisteis,volvisteis,Завершённое действие.,active
g0226,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (ir) al banco ayer.,fui,fui,Форма indefinido от ir.,active
g0227,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (hacer) la tarea anoche.,hiciste,hiciste,Форма indefinido от hacer.,active
g0228,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (tener) un problema.,tuvo,tuvo,Форма indefinido от tener.,active
g0229,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (estar) en casa el domingo.,estuvimos,estuvimos,Форма indefinido от estar.,active
g0230,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (decir) la verdad.,dijeron,dijeron,Форма indefinido от decir.,active
g0231,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (ver) a Marta ayer.,vi,vi,Форма indefinido от ver.,active
g0232,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (poner) la mesa.,pusiste,pusiste,Форма indefinido от poner.,active
g0233,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (venir) temprano.,vino,vino,Форма indefinido от venir.,active
g0234,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (poder) entrar.,pudimos,pudimos,Форма indefinido от poder.,active
g0235,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (saber) la respuesta.,supieron,supieron,Форма indefinido от saber.,active
g0236,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (querer) hablar contigo.,quise,quise,Форма indefinido от querer.,active
g0237,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (leer) el libro.,leíste,leíste,Форма indefinido от leer.,active
g0238,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (abrir) la ventana.,abrió,abrió,Правильная форма indefinido.,active
g0239,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (romper) el vaso.,rompimos,rompimos,Правильная форма indefinido.,active
g0240,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (volver) tarde.,volvieron,volvieron,Правильная форма indefinido.,active
g0241,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (nacer) en 1990.,nací,nací,Год рождения — indefinido.,active
g0242,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (salir) muy tarde.,saliste,saliste,Правильная форма indefinido.,active
g0243,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (traer) café.,trajo,trajo,Неправильная форма indefinido.,active
g0244,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (andar) mucho.,anduvimos,anduvimos,Неправильная форма indefinido.,active
g0245,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (traducir) el texto.,tradujeron,tradujeron,Неправильная форма indefinido.,active
g0246,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (comer) paella.,comí,comí,Правильная форма indefinido.,active
g0247,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (beber) agua.,bebiste,bebiste,Правильная форма indefinido.,active
