item_id,topic_id,spanish,russian,item_type,gender,number,tags,example_es,example_ru,accepted_answers_es,accepted_answers_ru,explanation,status
v0232,general_library,calle,улица,word,,,lola_lago_1,,,calle,улица,Импортировано из блока «Lola Lago 1»,active
v0233,general_library,pequeño,небольшой,word,,,lola_lago_1,,,pequeño,небольшой,Импортировано из блока «Lola Lago 1»,active
v0234,general_library,antiguo,древний,word,,,lola_lago_1,,,antiguo,древний,Импортировано из блока «Lola Lago 1»,active
v0235,general_library,viejo,старый,word,,,lola_lago_1,,,viejo,старый,Импортировано из блока «Lola Lago 1»,active
v0236,general_library,joven,молодой,word,,,lola_lago_1,,,joven,молодой,Импортировано из блока «Lola Lago 1»,active
v0237,general_library,tranquilamente,спокойно,word,,,lola_lago_1,,,tranquilamente,спокойно,Импортировано из блока «Lola Lago 1»,active
v0238,general_library,efectivamente,фактически,word,,,lola_lago_1,,,efectivamente,фактически,Импортировано из блока «Lola Lago 1»,active
v0239,general_library,carta,письмо,word,,,lola_lago_1,,,carta,письмо,Импортировано из блока «Lola Lago 1»,active
v0240,general_library,cambiar,изменить,word,,,lola_lago_1,,,cambiar,изменить,Импортировано из блока «Lola Lago 1»,active
v0241,general_library,ningún,ни один,word,,,lola_lago_1,,,ningún,ни один,Импортировано из блока «Lola Lago 1»,active
v0242,general_library,nada,ничто,word,,,lola_lago_1,,,nada,ничто,Импортировано из блока «Lola Lago 1»,active
v0243,general_library,funcionar,работает,word,,,lola_lago_1,,,funcionar,работает,Импортировано из блока «Lola Lago 1»,active
v0244,general_library,todo,всё,word,,,lola_lago_1,,,todo,всё,Импортировано из блока «Lola Lago 1»,active
v0245,general_library,joyas,драгоценности,word,,,lola_lago_1,,,joyas,драгоценности,Импортировано из блока «Lola Lago 1»,active
v0246,general_library,espiar,шпионить,word,,,lola_lago_1,,,espiar,шпионить,Импортировано из блока «Lola Lago 1»,active
v0247,general_library,por eso,поэтому,phrase,,,lola_lago_1,,,por eso,поэтому,Импортировано из блока «Lola Lago 1»,active
v0248,general_library,faltar,отсутствовать,word,,,lola_lago_1,,,faltar,отсутствовать,Импортировано из блока «Lola Lago 1»,active
v0249,general_library,siglo,век,word,,,unit_2,,,siglo,век,Импортировано из блока «Unit 2»,active
v0250,general_library,enero,январь,word,,,unit_2,,,enero,январь,Импортировано из блока «Unit 2»,active
v0251,general_library,febrero,февраль,word,,,unit_2,,,febrero,февраль,Импортировано из блока «Unit 2»,active
v0252,general_library,marzo,март,word,,,unit_2,,,marzo,март,Импортировано из блока «Unit 2»,active
v0253,general_library,abril,апрель,word,,,unit_2,,,abril,апрель,Импортировано из блока «Unit 2»,active
v0254,general_library,mayo,май,word,,,unit_2,,,mayo,май,Импортировано из блока «Unit 2»,active
v0255,general_library,junio,июнь,word,,,unit_2,,,junio,июнь,Импортировано из блока «Unit 2»,active
v0256,general_library,julio,июль,word,,,unit_2,,,julio,июль,Импортировано из блока «Unit 2»,active
v0257,general_library,agosto,август,word,,,unit_2,,,agosto,август,Импортировано из блока «Unit 2»,active
v0258,general_library,septiembre,сентябрь,word,,,unit_2,,,septiembre,сентябрь,Импортировано из блока «Unit 2»,active
v0259,general_library,octubre,октябрь,word,,,unit_2,,,octubre,октябрь,Импортировано из блока «Unit 2»,active
v0260,general_library,noviembre,ноябрь,word,,,unit_2,,,noviembre,ноябрь,Импортировано из блока «Unit 2»,active
v0261,general_library,diciembre,декабрь,word,,,unit_2,,,diciembre,декабрь,Импортировано из блока «Unit 2»,active
v0262,general_library,fecha,дата,word,,,unit_2,,,fecha,дата,Импортировано из блока «Unit 2»,active
v0263,general_library,hoy,сегодня,word,,,unit_2,,,hoy,сегодня,Импортировано из блока «Unit 2»,active
v0264,general_library,Creo que,"я думаю, что",phrase,,,unit_2,,,Creo que,"я думаю, что",Импортировано из блока «Unit 2»,active
v0265,general_library,lunes,понедельник,word,,,unit_2,,,lunes,понедельник,Импортировано из блока «Unit 2»,active
v0266,general_library,martes,вторник,word,,,unit_2,,,martes,вторник,Импортировано из блока «Unit 2»,active
v0267,general_library,miercoles,среда,word,,,unit_2,,,miercoles,среда,Импортировано из блока «Unit 2»,active
v0268,general_library,jueves,четверг,word,,,unit_2,,,jueves,четверг,Импортировано из блока «Unit 2»,active
v0269,general_library,viernes,пятница,word,,,unit_2,,,viernes,пятница,Импортировано из блока «Unit 2»,active
v0270,general_library,sabado,суббота,word,,,unit_2,,,sabado,суббота,Импортировано из блока «Unit 2»,active
v0271,general_library,domingo,воскресенье,word,,,unit_2,,,domingo,воскресенье,Импортировано из блока «Unit 2»,active
v0272,general_library,me gusta,мне нравится,phrase,,,unit_2,,,me gusta,мне нравится,Импортировано из блока «Unit 2»,active
v0273,general_library,me interesa,мне интересно,phrase,,,unit_2,,,me interesa,мне интересно,Импортировано из блока «Unit 2»,active
v0274,general_library,a menudo,часто,phrase,,,unit_2,,,a menudo,часто,Импортировано из блока «Unit 2»,active
v0275,general_library,nunca,никогда,word,,,unit_2,,,nunca,никогда,Импортировано из блока «Unit 2»,active
v0276,general_library,negro,черный,word,,,unit_2,,,negro,черный,Импортировано из блока «Unit 2»,active
v0277,general_library,marrón,коричневый,word,,,unit_2,,,marrón,коричневый,Импортировано из блока «Unit 2»,active
v0278,general_library,gris,серый,word,,,unit_2,,,gris,серый,Импортировано из блока «Unit 2»,active
v0279,general_library,blanco,белый,word,,,unit_2,,,blanco,белый,Импортировано из блока «Unit 2»,active
v0280,general_library,amarillo,желтый,word,,,unit_2,,,amarillo,желтый,Импортировано из блока «Unit 2»,active
v0281,general_library,anaranjado,оранжевый,word,,,unit_2,,,anaranjado,оранжевый,Импортировано из блока «Unit 2»,active
v0282,general_library,rojo,красный,word,,,unit_2,,,rojo,красный,Импортировано из блока «Unit 2»,active
v0283,general_library,rosado,розоывй,word,,,unit_2,,,rosado,розоывй,Импортировано из блока «Unit 2»,active
v0284,general_library,morado,фиолетовый,word,,,unit_2,,,morado,фиолетовый,Импортировано из блока «Unit 2»,active
